Gene_Name	Accession-1	Left-End-Position	Right-End-Position	Product
cyaY	BW25113_RS19770	3987099	3987419	frataxin_CyaY
ycgR	BW25113_RS06215	1239249	1239983	flagellar_brake_protein_YcgR
pgpC	BW25113_RS13345	2691274	2691909	phosphatidylglycerophosphatase_C
fimB	BW25113_RS22430	4530774	4531376	Type_1_fimbriae_regulatory_protein_FimB
yadC	BW25113_RS00675	146202	147440	fimbrial_tip-adhesin_YadC
cra	BW25113_RS00400	84515	85519	DNA-binding_transcriptional_dual_regulator_Cra
pepD	BW25113_RS01200	250746	252203	peptidase_D
ssuA	BW25113_RS04855	991441	992400	aliphatic_sulfonate_ABC_transporter_periplasmic_binding_protein
ribF	BW25113_RS00120	21407	22348	bifunctional_riboflavin_kinase_/_FMN_adenylyltransferase
yfeC	BW25113_RS12510	2511931	2512290	DNA-binding_transcriptional_dual_regulator_YfeC
BW25113_RS01020	BW25113_RS01020	221987	222062	tRNA-Ala
ytjC	BW25113_RS22895	4623614	4624261	putative_phosphatase
aroM	BW25113_RS02025	402884	403561	protein_AroM
allE	BW25113_RS02645	538717	539502	(S)-ureidoglycine_aminohydrolase
argP	BW25113_RS15155	3053112	3054005	DNA-binding_transcriptional_dual_regulator_ArgP
BW25113_RS25375	BW25113_RS25375	4521867	4522085	hypothetical_protein
folX	BW25113_RS12030	2414804	2415166	dihydroneopterin_triphosphate_2'-epimerase
ykgJ	BW25113_RS01480	299564	299893	putative_metal-chelating_domain-containing_protein_YkgJ
deoD	BW25113_RS22835	4610700	4611419	purine_nucleoside_phosphorylase
psuG	BW25113_RS11300	2250908	2251846	pseudouridine-5'-phosphate_glycosidase
ydfI	BW25113_RS08085	1623710	1625170	putative_oxidoreductase_YdfI
hemY	BW25113_RS19745	3980046	3981242	protein_HemY
pgpA	BW25113_RS02165	432045	432563	phosphatidylglycerophosphatase_A
lsrR	BW25113_RS07925	1594545	1595498	DNA-binding_transcriptional_repressor_LsrR
nanX	BW25113_RS22215	4493875	4495092	2,7-anhydro-<i>N</i>-acetylneuraminate_transporter_NanX
gltF	BW25113_RS16655	3354535	3355299	DUF1120_domain-containing_protein
aroA	BW25113_RS04710	954268	955551	3-phosphoshikimate_1-carboxyvinyltransferase
BW25113_RS01190	BW25113_RS01190	249966	250172	RtcB_family_protein
nadD	BW25113_RS03320	665387	666028	nicotinate-nucleotide_adenylyltransferase
ybgD	BW25113_RS03720	747685	748251	putative_fimbrial_protein_YbgD
yffP	BW25113_RS12760	2555883	2556476	CPZ-55_prophage;_uncharacterized_protein_YffP
yncH	BW25113_RS07640	1521197	1521409	DUF5445_domain-containing_protein_YncH
rnt	BW25113_RS08645	1722604	1723251	ribonuclease_T
sulA	BW25113_RS04970	1015866	1016375	cell_division_inhibitor_SulA
intZ	BW25113_RS12735	2552217	2553425	CPZ-55_prophage;_putative_phage_integrase_IntZ
metQ	BW25113_RS00990	216600	217415	L-methionine/D-methionine_ABC_transporter_membrane_anchored_binding_protein
dgoT	BW25113_RS19185	3863798	3865135	D-galactonate:H<sup>+</sup>_symporter
hisM	BW25113_RS12050	2417996	2418712	lysine/arginine/ornithine_ABC_transporter_/_histidine_ABC_transporter,_membrane_subunit_HisM
hxpA	BW25113_RS11975	2404918	2405568	hexitol_phosphatase_A
mazF	BW25113_RS14470	2904115	2904450	endoribonuclease_toxin_MazF
ypeC	BW25113_RS12470	2504480	2504806	DUF2502_domain-containing_protein_YpeC
adk	BW25113_RS02450	492631	493275	adenylate_kinase
phr	BW25113_RS03665	734963	736381	deoxyribodipyrimidine_photolyase
iscU	BW25113_RS13190	2653262	2653648	scaffold_protein_for_iron-sulfur_cluster_assembly
ecpA	BW25113_RS01505	305795	306382	common_pilus_major_subunit
mmuM	BW25113_RS01335	272426	273358	CP4-6_prophage;_homocysteine_<i>S</i>-methyltransferase
ydeJ	BW25113_RS08060	1619030	1619548	PF02464_family_protein_YdeJ
metN	BW25113_RS01000	218101	219132	L-methionine/D-methionine_ABC_transporter_ATP_binding_subunit
trpC	BW25113_RS06580	1312684	1314045	fused_indole-3-glycerol_phosphate_synthase/phosphoribosylanthranilate_isomerase
yggE	BW25113_RS15185	3060699	3061439	DUF541_domain-containing_protein_YggE
BW25113_RS05515	BW25113_RS05515	1114763	1114876	YceO_family_protein
dgcQ	BW25113_RS10220	2019804	2021498	diguanylate_cyclase_DgcQ
torY	BW25113_RS09820	1951289	1952389	cytochrome_c-type_protein_TorY
thrB	BW25113_RS00015	2801	3733	homoserine_kinase
BW25113_RS03635	BW25113_RS03635	729604	731109	RHS_repeat_protein
atoB	BW25113_RS11615	2319588	2320772	acetyl-CoA_acetyltransferase
fes	BW25113_RS03040	608193	609395	ferric_enterobactin_esterase
rbsR	BW25113_RS19505	3931587	3932579	DNA-binding_transcriptional_dual_regulator_RbsR
btsT	BW25113_RS22665	4578946	4581096	pyruvate:H<sup>+</sup>_symporter
atoS	BW25113_RS11590	2313522	2315348	sensor_histidine_kinase_AtoS
garL	BW25113_RS16210	3266146	3266916	&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate_aldolase
cysD	BW25113_RS14320	2868780	2869688	sulfate_adenylyltransferase_subunit_2
metJ	BW25113_RS20430	4118006	4118323	DNA-binding_transcriptional_repressor_MetJ
ssrS	BW25113_RS23135	3049342	3049525	6S_RNA
copA	BW25113_RS02500	504331	506835	copper-exporting_P-type_ATPase_CopA
yibL	BW25113_RS18710	3770025	3770387	DUF2810_domain-containing_protein_YibL
wcaM	BW25113_RS10670	2107983	2109377	putative_colanic_acid_biosynthesis_protein_WcaM
ycfJ	BW25113_RS05775	1163055	1163594	PF05433_family_protein_YcfJ
ymgF	BW25113_RS06070	1214439	1214657	division_septum_component_YmgF
baeS	BW25113_RS10850	2156357	2157760	sensor_histidine_kinase_BaeS
yihF	BW25113_RS20030	4037559	4038989	DUF945_domain-containing_protein_YihF
malP	BW25113_RS17705	3543439	3545832	maltodextrin_phosphorylase
ddpA	BW25113_RS07795	1555188	1556738	putative_D,D-dipeptide_ABC_transporter_periplasmic_binding_protein
gph	BW25113_RS17540	3506990	3507748	Gph
yceH	BW25113_RS05560	1121613	1122260	DUF480_domain-containing_protein_YceH
ycfP	BW25113_RS05765	1160599	1161141	PF05728_family_protein_YcfP
yieF	BW25113_RS19305	3888012	3888578	quinone_reductase
ilvH	BW25113_RS00390	83844	84335	acetolactate_synthase_/_acetohydroxybutanoate_synthase,_regulatory_subunit
fadA	BW25113_RS19950	4020969	4022132	3-ketoacyl-CoA_thiolase
sufC	BW25113_RS08800	1756023	1756769	Fe-S_cluster_scaffold_complex_subunit_SufC
fliD	BW25113_RS10070	1997353	1998759	flagellar_filament_capping_protein
lamB	BW25113_RS20955	4237899	4239239	maltose_outer_membrane_channel_/_phage_lambda_receptor_protein
sstT	BW25113_RS16045	3233303	3234547	serine/threonine:Na+_symporter
nikB	BW25113_RS18000	3608601	3609545	nickel_ABC_transporter_membrane_subunit_NikB
fdx	BW25113_RS13170	2650107	2650442	reduced_ferredoxin
yfbL	BW25113_RS11865	2379339	2380310	putative_peptidase_YfbL
rclC	BW25113_RS01555	313437	314030	DUF417_domain-containing_inner_membrane_protein_RclC
ychO	BW25113_RS06365	1269240	1270634	putative_invasin_YchO
pheM	BW25113_RS25645	1793483	1793527	<i>pheST-ihfA</i>_operon_leader_peptide
rnhB	BW25113_RS00915	200980	201576	RNase_HII
map	BW25113_RS00840	185199	185993	methionine_aminopeptidase
BW25113_RS23095	BW25113_RS23095	1282522	1282653	RtT_sRNA
digH	BW25113_RS07815	1561761	1563080	divisome_localized_glycosyl_hydrolase
sfmC	BW25113_RS02725	554430	555122	putative_fimbrial_chaperone_SfmC
ygcG	BW25113_RS14450	2899070	2899942	TPM_domain-containing_protein_YgcG
ycgV	BW25113_RS06255	1248541	1251408	autotransporter_outer_membrane_beta-barrel_domain-containing_protein
pyrI	BW25113_RS22040	4460803	4461264	aspartate_carbamoyltransferase,_PyrI_subunit
gcvA	BW25113_RS14605	2935009	2935926	DNA-binding_transcriptional_dual_regulator_GcvA
gfcD	BW25113_RS05110	1041305	1043401	putative_lipoprotein_GfcD
nusB	BW25113_RS02155	430593	431012	transcription_antitermination_protein_NusB
putP	BW25113_RS05285	1074761	1076269	proline:Na<sup>+</sup>_symporter
bamA	BW25113_RS00885	194415	196847	outer_membrane_protein_assembly_factor_BamA
yeeY	BW25113_RS10530	2080810	2081739	putative_DNA-binding_transcriptional_regulator_YeeY
pgpB	BW25113_RS06685	1333587	1334351	phosphatidylglycerophosphatase_B
yjeT	BW25113_RS21700	4394203	4394400	DUF2065_domain-containing_protein_YjeT
ybiO	BW25113_RS04195	838711	840936	moderate_conductance_mechanosensitive_channel_YbiO
yphF	BW25113_RS13285	2671743	2672726	putative_ABC_transporter_periplasmic_binding_protein_YphF
yciC	BW25113_RS06545	1307177	1307920	envelope_biogenesis_factor_ElyC
ytcA	BW25113_RS21205	4293945	4294220	putative_lipoprotein_YtcA
qorA	BW25113_RS21035	4253176	4254159	putative_quinone_oxidoreductase_1
ygiV	BW25113_RS15690	3162108	3162590	DNA-binding_transcriptional_repressor_YgiV
nudF	BW25113_RS15745	3170640	3171269	ADP-sugar_pyrophosphatase
nadB	BW25113_RS13435	2703779	2705401	L-aspartate_oxidase
yajO	BW25113_RS02170	432617	433591	1-deoxyxylulose-5-phosphate_synthase_YajO
cycA	BW25113_RS21865	4419681	4421093	D-serine/alanine/glycine:H<sup>+</sup>symporter
entA	BW25113_RS03100	624007	624753	2,3-dihydro-2,3-dihydroxybenzoate_dehydrogenase
ymfI	BW25113_RS23630	1196953	1197294	e14_prophage;_uncharacterized_protein_YmfI
ydhR	BW25113_RS08725	1740957	1741262	putative_monooxygenase_YdhR
ydeP	BW25113_RS07870	1578464	1580743	putative_oxidoreductase_YdeP
hyaE	BW25113_RS05065	1031810	1032208	putative_HyaA_chaperone
thiP	BW25113_RS00330	69398	71008	thiamine_ABC_transporter_membrane_subunit
yfcV	BW25113_RS12205	2448562	2449125	putative_fimbrial_protein_YfcV
hyfF	BW25113_RS12970	2600276	2601856	hydrogenase_4_component_F
clsB	BW25113_RS04100	817954	819195	cardiolipin_synthase_B
fcl	BW25113_RS10715	2119706	2120671	GDP-L-fucose_synthase
fic	BW25113_RS17425	3484220	3484822	putative_adenosine_monophosphate&mdash;protein_transferase_Fic
glpB	BW25113_RS11710	2347744	2349003	anaerobic_glycerol-3-phosphate_dehydrogenase_subunit_B
flxA	BW25113_RS08210	1640662	1640994	Qin_prophage;_PF14282_family_protein_FlxA
mltG	BW25113_RS05710	1149568	1150590	endolytic_murein_transglycosylase
dacC	BW25113_RS04355	876183	877385	D-alanyl-D-alanine_carboxypeptidase_DacC
fdrA	BW25113_RS02660	542136	543803	putative_oxamate_carbamoyltransferase_FdrA
ogt	BW25113_RS07000	1393978	1394493	methylated-DNA&mdash;[protein]-cysteine_<i>S</i>-methyltransferase
yfiE	BW25113_RS13455	2707798	2708679	putative_LysR-type_DNA-binding_transcriptional_regulator_YfiE
ispG	BW25113_RS13120	2634045	2635163	(<em>E</em>)-4-hydroxy-3-methylbut-2-enyl-diphosphate_synthase_(flavodoxin)
lpxT	BW25113_RS11350	2262333	2263046	lipid_A-core_phosphotransferase
yeaV	BW25113_RS09425	1877409	1878890	BCCT_family_transporter_YeaV
BW25113_RS03025	BW25113_RS03025	603521	604633	IS4-like_element_IS421_family_transposase
yjgL	BW25113_RS22080	4465254	4467068	protein_YjgL
lpoA	BW25113_RS16315	3286759	3288795	outer_membrane_lipoprotein_-_activator_of_MrcA_activity
trmO	BW25113_RS00980	215374	216081	tRNA_m<sup>6</sup>t<sup>6</sup>A37_methyltransferase
yjaH	BW25113_RS20760	4190494	4191189	DUF1481_domain-containing_protein_YjaH
preT	BW25113_RS11195	2227512	2228750	dihydropyrimidine_dehydrogenase_(NAD<sup>+</sup>)_subunit_PreT
dnaA	BW25113_RS19245	3875686	3877089	chromosomal_replication_initiator_protein_DnaA
rarD	BW25113_RS19830	3996648	3997538	putative_transporter_RarD
BW25113_RS12545	BW25113_RS12545	2515877	2516035	DUF1427_family_protein
yneG	BW25113_RS07985	1606223	1606582	DUF4186_domain-containing_protein_YneG
acrA	BW25113_RS02390	479882	481075	multidrug_efflux_pump_membrane_fusion_lipoprotein_AcrA
cedA	BW25113_RS09055	1807678	1807941	cell_division_modulator
ruvA	BW25113_RS09760	1939622	1940233	Holliday_junction_branch_migration_complex_subunit_RuvA
ylcI	BW25113_RS02890	575707	575901	DLP12_prophage;_DUF3950_domain-containing_protein_YlcI
fliA	BW25113_RS10060	1994551	1995270	RNA_polymerase_sigma_factor_FliA
cysS	BW25113_RS02700	550067	551452	cysteine&mdash;tRNA_ligase
dcuA	BW25113_RS21500	4355289	4356590	C4-dicarboxylate_transporter_DcuA
ybjL	BW25113_RS04395	883590	885275	putative_transport_protein_YbjL
thyA	BW25113_RS14700	2957720	2958514	thymidylate_synthase
intA	BW25113_RS13680	2749518	2750759	CP4-57_prophage;_integrase_IntA
tolC	BW25113_RS15750	3171474	3172955	outer_membrane_channel_TolC
hofP	BW25113_RS17575	3513974	3514378	DNA_utilization_protein_HofP
uvrA	BW25113_RS21075	4260977	4263799	UvrABC_excision_nuclease_subunit_A
afuC	BW25113_RS01340	273467	274513	CP4-6_prophage;_ABC_transporter_ATP-binding_protein_AfuC
BW25113_RS03855	BW25113_RS03855	776010	776085	tRNA-Lys
tusA	BW25113_RS17965	3602111	3602356	sulfur_transfer_protein_TusA
wza	BW25113_RS10765	2129585	2130724	outer_membrane_polysaccharide_export_protein_Wza
gloA	BW25113_RS08640	1722094	1722501	lactoylglutathione_lyase
sthA	BW25113_RS20560	4149318	4150718	soluble_pyridine_nucleotide_transhydrogenase
speD	BW25113_RS00600	131275	132069	<i>S</i>-adenosylmethionine_decarboxylase_proenzyme
sfmH	BW25113_RS02735	557735	558775	putative_fimbrial_adhesin_protein_SfmH
fhuA	BW25113_RS00755	163971	166214	ferrichrome_outer_membrane_transporter/phage_receptor
BW25113_RS14640	BW25113_RS14640	2940856	2940932	tRNA-Met
ytjB	BW25113_RS25855	4613962	4614606	YtjB_family_periplasmic_protein
cadB	BW25113_RS21470	4348514	4349848	lysine:cadaverine_antiporter
nusG	BW25113_RS20660	4167671	4168216	transcription_termination/antitermination_factor_NusG
ebgR	BW25113_RS15970	3214825	3215808	DNA-binding_transcriptional_repressor_EbgR
mdtB	BW25113_RS10835	2148744	2151866	multidrug_efflux_pump_RND_permease_subunit_MdtB
glnK	BW25113_RS02330	468054	468392	nitrogen_regulatory_protein_PII-2
kefF	BW25113_RS00240	47246	47776	regulator_of_KefC-mediated_potassium_transport_and_quinone_oxidoreductase
nrfG	BW25113_RS21165	4283471	4284067	putative_formate-dependent_nitrite_reductase_complex_subunit_NrfG
rfbX	BW25113_RS10640	2101818	2103065	polyisoprenol-linked_O16-antigen_repeat_unit_flippase
yigA	BW25113_RS19785	3988943	3989650	DUF484_domain-containing_protein_YigA
glk	BW25113_RS12460	2501940	2502905	glucokinase
pdxY	BW25113_RS08565	1709283	1710146	pyridoxal_kinase_2
xylG	BW25113_RS18515	3725561	3727102	xylose_ABC_transporter_ATP_binding_subunit
nupG	BW25113_RS15395	3099073	3100329	nucleoside:H<sup>+</sup>_symporter_NupG
yghU	BW25113_RS15525	3132086	3132952	disulfide_reductase_/_organic_hydroperoxide_reductase
csiE	BW25113_RS13220	2658794	2660074	stationary_phase-inducible_protein_CsiE
yjjB	BW25113_RS22715	4591441	4591914	putative_succinate_exporter_YjjB
yabQ	BW25113_RS25860	59121	59279	protein_YabQ
gltJ	BW25113_RS03395	681385	682125	glutamate/aspartate_ABC_transporter_membrane_subunit_GltJ
dhaK	BW25113_RS06245	1245224	1246294	dihydroxyacetone_kinase_subunit_K
lpxP	BW25113_RS12410	2489124	2490044	palmitoleoyl_acyltransferase
moaB	BW25113_RS04065	813511	814023	protein_MoaB
tolR	BW25113_RS03830	771305	771733	Tol-Pal_system_protein_TolR
dnaN	BW25113_RS19240	3874581	3875681	&beta;_sliding_clamp
paaK	BW25113_RS07335	1456382	1457695	phenylacetate-CoA_ligase
eutG	BW25113_RS12790	2561683	2562870	putative_alcohol_dehydrogenase_EutG
phnN	BW25113_RS21265	4305342	4305899	ribose_1,5-bisphosphate_phosphokinase
purR	BW25113_RS08680	1732101	1733126	DNA-binding_transcriptional_repressor_PurR
ddpF	BW25113_RS07775	1551369	1552295	putative_D,D-dipeptide_ABC_transporter_ATP-binding_subunit_DdpF
rlmA	BW25113_RS09540	1900508	1901317	23S_rRNA_m<sup>1</sup>G745_methyltransferase
ftnA	BW25113_RS09970	1982197	1982694	ferritin_iron_storage_protein
yagK	BW25113_RS01415	288033	288659	CP4-6_prophage;_uncharacterized_protein_YagK
fucA	BW25113_RS14565	2926400	2927047	L-fuculose-phosphate_aldolase
elfA	BW25113_RS04865	993324	993863	putative_laminin-binding_fimbrial_subunit
yhcN	BW25113_RS16785	3378897	3379160	DUF1471_domain-containing_stress-induced_protein_YhcN
BW25113_RS10900	BW25113_RS10900	2163717	2164879	IS3-like_element_IS3_family_transposase
gstB	BW25113_RS04350	875310	875936	glutathione_<i>S</i>-transferase_GstB
hisB	BW25113_RS10565	2086949	2088016	imidazoleglycerol-phosphate_dehydratase_/_histidinol-phosphatase
gloC	BW25113_RS04805	979106	979753	hydroxyacylglutathione_hydrolase_GloC
metH	BW25113_RS20850	4213756	4217439	cobalamin-dependent_methionine_synthase
rpsU	BW25113_RS15920	3204140	3204355	30S_ribosomal_protein_S21
BW25113_RS10340	BW25113_RS10340	2045757	2046809	glycosyltransferase_family_9_protein
allR	BW25113_RS02605	528467	529282	DNA-binding_transcriptional_repressor_AllR
rho	BW25113_RS19640	3959777	3961036	transcription_termination_factor_Rho
BW25113_RS01295	BW25113_RS01295	265989	266246	transposase
ydcH	BW25113_RS07480	1492908	1493132	DUF465_domain-containing_protein_YdcH
ybjX	BW25113_RS04555	913584	914540	DUF535_domain-containing_protein_YbjX
yjjA	BW25113_RS22700	4589512	4590006	DUF2501_domain-containing_protein_YjjA
gspK	BW25113_RS17270	3456283	3457266	type_II_secretion_system_minor_pseudopilin_GspK
rcdB	BW25113_RS18250	3665774	3666673	putative_DNA-binding_transcriptional_regulator_YhjC
rpsT	BW25113_RS00110	20815	21078	30S_ribosomal_protein_S20
yfeS	BW25113_RS12625	2531108	2531842	PF05406_family_protein_YfeS
ybdN	BW25113_RS03135	630805	632025	putative_PAPS_reductase/DUF3440_domain-containing_protein_YbdN
araF	BW25113_RS09945	1978620	1979609	arabinose_ABC_transporter_periplasmic_binding_protein
psiE	BW25113_RS20920	4230253	4230663	phosphate-starvation-inducible_protein_PsiE
rsmB	BW25113_RS17050	3428566	3429855	16S_rRNA_m<sup>5</sup>C967_methyltransferase
ycjU	BW25113_RS06900	1374405	1375064	&beta;-phosphoglucomutase
yjgR	BW25113_RS22130	4478378	4479880	DUF853_domain-containing_protein_YjgR
nuoL	BW25113_RS11900	2386684	2388525	NADH:quinone_oxidoreductase_subunit_L
aaeB	BW25113_RS16795	3379580	3381547	aromatic_carboxylic_acid_efflux_pump_subunit_AaeB
plsX	BW25113_RS05675	1143077	1144147	putative_phosphate_acyltransferase
thiF	BW25113_RS20715	4182749	4183504	sulfur_carrier_protein_ThiS_adenylyltransferase
ybeQ	BW25113_RS03345	671026	672003	Sel1_repeat-containing_protein_YbeQ
plaR	BW25113_RS18555	3735044	3735892	DNA-binding_transcriptional_repressor_PlaR
ugd	BW25113_RS10595	2091928	2093094	UDP-glucose_6-dehydrogenase
ycgJ	BW25113_RS06125	1222056	1222424	PF05666_family_protein_YcgJ
BW25113_RS03860	BW25113_RS03860	776221	776296	tRNA-Val
hspQ	BW25113_RS05015	1023860	1024177	heat_shock_protein_HspQ
ydgJ	BW25113_RS08495	1697525	1698565	putative_oxidoreductase_YdgJ
nanC	BW25113_RS22415	4528602	4529318	<i>N</i>-acetylneuraminate_outer_membrane_channel
yegH	BW25113_RS10770	2131383	2132966	TerC_family_protein
srkA	BW25113_RS20020	4035775	4036761	stress_response_kinase_A
mdtI	BW25113_RS08370	1667077	1667406	multidrug/spermidine_efflux_pump_membrane_subunit_MdtI
fdhE	BW25113_RS20195	4073659	4074588	formate_dehydrogenase_formation_protein
ygeY	BW25113_RS14935	3002123	3003334	putative_peptidase_YgeY
opgB	BW25113_RS22695	4586967	4589258	phosphoglycerol_transferase_I
rpsN	BW25113_RS17145	3439938	3440243	30S_ribosomal_protein_S14
hycA	BW25113_RS14185	2843333	2843794	regulator_of_the_transcriptional_regulator_FhlA
yfjU	BW25113_RS13760	2765199	2765513	CP4-57_prophage;_putative_arsenate_reductase-like_protein_YfjU
ydcL	BW25113_RS07505	1496714	1497382	DUF3313_domain-containing_lipoprotein_YdcL
yifL	BW25113_RS19775	3987882	3988085	LptD_oxidative_maturation-associated_lipoprotein
yfeW	BW25113_RS12675	2541461	2542765	penicillin_binding_protein_4B
thiL	BW25113_RS02160	431090	432067	thiamine_monophosphate_kinase
nuoA	BW25113_RS11950	2398108	2398551	NADH:quinone_oxidoreductase_subunit_A
dmlA	BW25113_RS09420	1876169	1877254	D-malate/3-isopropylmalate_dehydrogenase_(decarboxylating)
ybdL	BW25113_RS03125	629042	630202	methionine_transaminase
gltK	BW25113_RS03390	680711	681385	glutamate/aspartate_ABC_transporter_membrane_subunit_GltK
glyS	BW25113_RS18470	3715688	3717757	glycine&mdash;tRNA_ligase
ychA	BW25113_RS06320	1262776	1263585	transglutaminase-like/TPR_repeat-containing_protein
menD	BW25113_RS11830	2371068	2372738	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_synthase
yhfG	BW25113_RS17430	3484812	3484979	DUF2559_domain-containing_protein_YhfG
ylaC	BW25113_RS02365	474237	474707	putative_inner_membrane_protein
ubiV	BW25113_RS16375	3295848	3296726	ubiquinone_biosynthesis_protein_UbiV
racR	BW25113_RS07115	1414022	1414498	Rac_prophage;_DNA-binding_transcriptional_repressor_RacR
mtgA	BW25113_RS16625	3342440	3343168	peptidoglycan_glycosyltransferase_MtgA
pldA	BW25113_RS19840	3998222	3999091	outer_membrane_phospholipase_A
btuC	BW25113_RS08955	1788429	1789409	vitamin_B<sub>12</sub>_ABC_transporter_membrane_subunit
hyaB	BW25113_RS05050	1028710	1030503	hydrogenase_1_large_subunit
alaE	BW25113_RS13900	2792523	2792972	L-alanine_exporter
BW25113_RS15805	BW25113_RS15805	3179546	3180774	IS3-like_element_IS2_family_transposase
ytfP	BW25113_RS21940	4437711	4438052	&gamma;-glutamylamine_cyclotransferase_family_protein_YtfP
csgE	BW25113_RS05405	1097608	1097997	curli_assembly_component_CsgE
wbbH	BW25113_RS10630	2099541	2100707	putative_O-antigen_polymerase
tdcF	BW25113_RS16155	3253080	3253469	putative_enamine/imine_deaminase
yhhI	BW25113_RS18040	3617738	3618874	putative_transposase
BW25113_RS03465	BW25113_RS03465	692419	692503	tRNA-Leu
yicN	BW25113_RS19030	3835310	3835762	DUF1198_domain-containing_protein_YicN
loiP	BW25113_RS15250	3075272	3076030	metalloprotease_LoiP
yjhU	BW25113_RS22310	4509155	4510141	KpLE2_phage-like_element;_putative_DNA-binding_transcriptional_regulator_YjhU
